Pathway	G79887	G79888	G79890	G79893	G79899	G79902	G79904	G79906	G79907	G79908	G79910	G79911	G79914	G79915	G79916	G79917	G79919	G79924	G79926	G79931	G79933	G79935	G79936	G79937	G79938	G79940	G79941	G79946	G79947	G79951	G79953	G79955	G79956	G79960	G79961	G79962	G79963	G79965	G79968	G79971	G79975	G79976	G79979	G79980	G79981	G79983	G79985	G79987	G79988	G79994	G79995	G79996	G79998	G80000	G80001	G80003	G80004	G80005	G80008	G80011	G80020	G80022	G80024	G80030	G80036	G80041	G80043	G80046	G80049	G80050	G80053	G80054	G80055	G80058	G80065	G80066	G80067	G80068
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Bacteroides.s__Bacteroides_ovatus	4.76559e-6	0	1.37272e-5	2.21125e-5	2.13641e-5	5.67824e-6	0	0	7.8824e-6	0	5.36688e-6	2.81718e-6	0	0	4.33926e-5	0	0	2.78903e-5	0	0	1.59877e-5	2.80556e-6	2.16655e-5	5.26934e-6	0	0	0	0	3.51802e-5	1.13758e-5	0	6.10679e-5	0	1.1572e-6	0	0	0	5.76485e-6	1.39421e-5	5.79264e-6	5.14572e-7	0	0	1.24056e-5	4.62692e-5	5.39878e-6	8.91694e-6	0	2.10148e-5	0	4.5047e-5	1.99367e-5	1.55175e-5	4.97531e-6	0	1.38366e-6	0	0	0	3.36972e-5	2.06503e-5	1.32152e-5	1.77274e-5	0	2.63905e-6	1.0872e-4	0	1.61603e-5	0	0	0	4.82063e-6	5.55187e-5	6.79015e-7	0	0	1.38858e-5	0
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Bacteroides.s__Bacteroides_sp_2_1_22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.28612e-6	0	0	0	0	0	0	6.01062e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	2.21163e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Bacteroides.s__Bacteroides_xylanisolvens	0	0	7.19493e-6	2.45369e-5	3.83635e-5	0	0	1.37109e-6	0	0	0	0	5.79963e-5	0	0	1.4918e-5	1.03313e-6	2.64168e-5	0	0	0	1.47113e-5	6.65736e-6	4.77959e-6	0	0	0	0	0	1.40361e-6	1.49737e-5	0	0	9.88165e-7	0	0	0	0	5.62891e-7	0	9.17744e-7	0	0	3.05166e-6	0	0	3.8447e-7	2.22919e-5	0	5.0815e-5	0	0	8.33141e-6	0	0	1.25517e-6	0	2.64577e-6	0	0	0	0	1.42138e-5	0	0	0	0	0	3.94584e-5	0	0	0	0	1.48644e-5	0	0	6.64464e-6	0
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Citrobacter.s__Citrobacter_freundii	0	0	0	0	0	0	0	0	0	7.53441e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Enterobacter.s__Enterobacter_aerogenes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.4378e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Enterobacter.s__Enterobacter_cloacae	0	0	0	0	0	0	0	0	0	3.95934e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Escherichia.s__Escherichia_coli	0	2.63669e-6	0	0	0	0	0	0	0	3.87527e-6	3.53192e-6	0	0	1.02289e-5	1.17552e-6	0	0	8.9184e-7	0	0	0	0	2.76093e-7	1.43754e-6	6.12275e-7	5.48483e-7	2.47e-6	1.07791e-5	0	0	0	0	2.82945e-6	4.3088e-7	7.28285e-7	0	1.19283e-5	0	0	0	0	3.85821e-5	1.64883e-5	0	0	2.36334e-5	0	0	0	4.97418e-6	4.19309e-6	0	0	9.63365e-6	0	0	0	0	0	2.70476e-6	3.60537e-6	0	8.50486e-7	0	0	0	2.82641e-5	0	3.73748e-6	5.37514e-6	3.99601e-6	9.58073e-7	0	0	3.04551e-7	2.40704e-5	0	1.55026e-6
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Fusobacterium.s__Fusobacterium_nucleatum	0	7.93678e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	7.29144e-7	2.54613e-6	0	0	0	1.99173e-6	1.65384e-6	0	0	0	4.11172e-6	0	0	0	7.69528e-7	0	0	0	0	0	2.69605e-6	6.90647e-7	5.2469e-7	2.713e-6	0	0	1.01072e-6	2.30594e-6	0	0	1.49946e-6	1.64392e-6	3.07482e-6	0	0	2.6158e-6	0	1.97904e-6	0	0	0	0	0	0	0	0	0	0	0	0	2.09585e-6	1.83258e-5	7.79222e-7	7.84012e-7	0	0	0	1.91301e-6	0	5.27129e-7	0	0	0	0	0	0	0	0	4.67484e-6	0	0	4.08382e-7	0	2.97429e-6	0
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Klebsiella.s__Klebsiella_oxytoca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.48535e-7	0	0	0	0	0	0
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0241e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.03183e-7	0	0	0	0	1.24764e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Odoribacter.s__Odoribacter_splanchnicus	4.89348e-6	0	0	0	0	7.1421e-6	0	0	3.24518e-6	0	0	3.15306e-6	0	0	0	0	0	0	0	0	0	0	0	6.51311e-6	0	0	0	0	0	1.44231e-6	0	5.83362e-7	0	1.72248e-6	0	0	0	6.79805e-6	1.29386e-6	0	5.01286e-6	0	0	0	0	0	1.99592e-6	0	0	0	0	0	0	0	0	1.66698e-6	0	0	1.2466e-5	2.19781e-6	0	8.35497e-6	0	0	6.48268e-6	9.59632e-7	0	0	0	0	1.07196e-6	0	4.16971e-6	0	0	0	0	0
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Prevotella.s__Prevotella_buccae	0	5.66775e-5	0	0	0	0	0	0	0	4.99986e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.83479e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|unclassified	1.04462e-5	9.29018e-6	7.02148e-6	0	1.3647e-5	1.17246e-5	0	0	4.18411e-6	0	0	0	0	0	6.52831e-6	0	4.29159e-5	1.35166e-5	0	0	1.78528e-5	0	0	9.39272e-6	0	0	6.03986e-5	7.26512e-6	0	0	2.80742e-6	0	3.18659e-5	6.87726e-5	0	0	0	1.21244e-5	3.33114e-6	0	2.27786e-5	0	0	2.94114e-6	0	1.3619e-5	6.94969e-6	0	0	0	1.61571e-5	0	0	0	0	7.99797e-5	0	0	3.35618e-5	7.43426e-6	5.70547e-6	1.30439e-5	3.30155e-6	0	1.73139e-5	0	7.49397e-6	0	3.60686e-6	0	3.87508e-5	1.69339e-5	6.90766e-6	1.50021e-5	0	5.87197e-6	0	1.63552e-5
ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis	3.91389e-6	1.06313e-4	3.08363e-6	6.48215e-6	1.45477e-5	0	0	5.11652e-6	2.25444e-5	6.97431e-5	1.82992e-5	0	0	7.13859e-5	2.14126e-5	9.44291e-6	7.50689e-6	2.4691e-5	0	0	8.24344e-6	6.33647e-6	2.45476e-5	5.64205e-5	2.10805e-5	3.3044e-5	3.44309e-5	3.38455e-5	0	6.04192e-6	4.69208e-5	0	2.24828e-5	2.49804e-5	1.10249e-5	1.82751e-5	5.05591e-5	5.33805e-6	1.03157e-5	2.5522e-6	3.4632e-5	5.35957e-5	2.00298e-5	0	0	3.88581e-5	1.40995e-5	1.13595e-5	0	9.81298e-6	3.9963e-5	1.00103e-5	1.96055e-5	3.6003e-5	9.86986e-5	4.16102e-6	9.09098e-6	1.17664e-5	0	5.25337e-6	2.4956e-5	8.19531e-6	1.46881e-5	8.09056e-6	2.35115e-6	6.3301e-7	5.83241e-5	2.46854e-6	7.82501e-6	1.4948e-5	2.59199e-5	4.27055e-5	5.03354e-6	1.28082e-5	5.20241e-5	5.67422e-5	3.77144e-6	2.20575e-6
ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis|g__Escherichia.s__Escherichia_coli	0	1.65392e-6	0	0	0	0	0	0	0	2.58695e-6	7.22051e-7	0	0	2.49876e-6	8.80073e-7	0	0	4.82273e-7	0	0	0	0	0	6.01442e-7	0	0	8.97423e-7	7.38157e-6	0	0	0	0	6.82991e-7	0	0	0	8.14492e-6	0	0	0	0	1.40517e-5	6.85948e-6	0	0	4.12099e-6	0	0	0	1.30734e-6	9.21115e-7	0	0	3.23845e-6	0	0	0	0	0	1.40161e-6	3.32394e-6	0	0	0	0	0	1.65819e-6	0	1.32717e-6	1.86049e-6	1.08697e-6	2.69961e-7	0	0	0	1.8566e-6	0	5.0264e-7
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis	2.19257e-4	7.20834e-7	2.88988e-4	1.1473e-4	1.56164e-4	2.47429e-4	8.49518e-7	1.86627e-5	8.79442e-5	0	1.91179e-4	1.96109e-4	2.52711e-4	1.38563e-4	2.2918e-4	3.29784e-5	6.89968e-5	1.33149e-4	3.81487e-4	5.29991e-5	1.94552e-4	1.07365e-4	4.5685e-4	1.87565e-4	1.23336e-4	2.99291e-6	2.82347e-5	1.35626e-4	2.58033e-4	1.77198e-4	1.0809e-4	2.6722e-4	1.48883e-4	5.99956e-5	2.89268e-5	1.67903e-4	6.02226e-4	2.02068e-4	1.77268e-4	1.69799e-4	5.42354e-5	7.72272e-5	1.91489e-4	4.05974e-4	2.59266e-4	1.212e-4	9.46319e-5	1.17433e-4	4.44529e-4	3.2269e-4	1.96333e-4	9.65413e-5	9.98328e-5	2.87356e-5	1.69225e-4	5.85992e-5	2.97541e-4	3.07835e-5	2.87998e-5	1.52221e-4	1.78215e-4	2.25878e-4	1.51423e-4	1.63606e-4	1.80085e-4	3.64408e-4	1.71503e-4	3.12458e-4	3.23738e-4	5.12846e-4	6.82326e-5	1.83858e-4	2.97031e-4	2.15083e-4	6.7805e-5	1.61225e-4	9.53307e-5	1.25658e-4
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis|g__Bacteroides.s__Bacteroides_caccae	1.93002e-5	0	6.11833e-6	0	0	1.69539e-5	0	0	5.77523e-6	0	0	4.71937e-6	0	0	1.11362e-5	0	1.93917e-6	0	1.09087e-5	0	5.70561e-6	0	9.37396e-6	1.1464e-5	0	0	0	0	0	1.7042e-5	0	0	0	4.12998e-6	0	0	0	8.26858e-6	1.2519e-5	6.72401e-6	1.44682e-5	3.47217e-5	4.78292e-5	5.53489e-6	0	7.71696e-6	3.94961e-6	0	1.33714e-5	0	1.96717e-5	2.10688e-5	0	0	0	2.80568e-6	0	0	0	1.59495e-5	2.60155e-5	2.08513e-6	0	0	6.38933e-6	0	0	1.70075e-5	0	2.21466e-5	2.90281e-6	8.52745e-6	1.83907e-5	4.1568e-6	0	0	0	0
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis|g__Bacteroides.s__Bacteroides_cellulosilyticus	5.27348e-5	0	7.20428e-6	0	0	8.39773e-5	0	0	9.67578e-7	0	0	5.20431e-5	0	0	0	0	0	0	0	0	0	0	2.57901e-5	2.39517e-5	0	0	0	0	1.00388e-6	3.68248e-7	0	0	1.87432e-6	1.72148e-7	0	0	0	2.31743e-6	3.25972e-7	7.88801e-7	4.04291e-6	0	0	1.23189e-5	0	0	2.15839e-7	0	4.24898e-6	0	0	0	0	0	0	2.82825e-7	0	0	0	0	0	9.48818e-6	0	0	8.22673e-7	0	3.67188e-6	0	0	0	7.23007e-7	0	0	3.5636e-6	0	2.04764e-6	0	0
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis|g__Bacteroides.s__Bacteroides_clarus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.81632e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.27292e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.90756e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.84673e-7	0	0	0	0	0	0	0
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis|g__Bacteroides.s__Bacteroides_faecis	7.3955e-7	0	8.87332e-7	2.23231e-5	2.27488e-5	0	0	0	2.26293e-7	0	0	0	0	0	0	0	0	2.18715e-5	0	0	0	0	5.1444e-6	0	0	0	0	4.55609e-7	0	9.65287e-7	0	0	2.75077e-5	0	0	0	0	0	2.12215e-7	0	0	0	0	1.91512e-6	0	0	1.7407e-6	0	2.0035e-6	0	0	0	4.11795e-5	0	0	0	0	0	0	0	0	0	5.32195e-5	0	0	0	2.15949e-5	8.07936e-7	0	0	0	0	0	0	0	3.00819e-5	4.38156e-5	0
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis|g__Bacteroides.s__Bacteroides_finegoldii	0	0	0	0	0	0	0	0	5.70866e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.44045e-5	0	7.82497e-7	0	0	0	0	0	1.70738e-6	0	0	1.92528e-6	0	0	0	0	0	0	0	0	0	0	0	7.9258e-6	1.09967e-5	0	0	1.09054e-5	0	0	8.98196e-6	0	0	0	8.79447e-6	0	0	0	0	0	0
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis|g__Bacteroides.s__Bacteroides_fragilis	3.80587e-6	4.79147e-7	2.18864e-5	0	0	4.0945e-6	0	4.34443e-6	0	0	0	5.01827e-6	4.99699e-5	1.00942e-5	0	0	8.4877e-6	0	7.33786e-5	0	0	0	5.43154e-5	5.50591e-5	8.47685e-6	0	6.73234e-6	4.38205e-5	5.15841e-6	1.92372e-6	0	0	5.04299e-7	3.36473e-6	2.44209e-6	0	0	3.00673e-7	6.48669e-6	4.8412e-7	3.9917e-6	0	8.36167e-7	2.47357e-5	0	0	3.66977e-6	1.00812e-5	0	1.01582e-4	3.68903e-6	0	0	0	1.11221e-4	1.38464e-6	0	4.1135e-6	0	6.39353e-7	5.22212e-6	6.88525e-7	0	3.89029e-6	0	7.22626e-7	5.18745e-7	0	1.41296e-4	3.31085e-5	1.3233e-6	0	9.13591e-8	2.27212e-6	3.7537e-5	2.23621e-7	0	5.11689e-5
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis|g__Bacteroides.s__Bacteroides_intestinalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.50367e-7	0	0	0	0	0	9.696e-6	5.10107e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.25287e-5	0	0	0	2.60005e-7	0	0	0	0	1.44361e-5	0	0
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis|g__Bacteroides.s__Bacteroides_massiliensis	0	0	0	0	0	0	0	0	1.33738e-5	0	0	0	0	2.4066e-7	0	0	0	0	0	1.44851e-5	3.26418e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.28659e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.68994e-5	0	0	6.00422e-5	0	0	3.41247e-7	0	0	0	0	0	0	0	0	0	0
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis|g__Bacteroides.s__Bacteroides_ovatus	7.11946e-6	0	1.64617e-5	1.95525e-5	1.19776e-5	7.2893e-6	0	0	5.23759e-6	0	1.69818e-6	3.82205e-6	0	0	3.16041e-5	0	1.17926e-6	3.16343e-5	0	0	1.39434e-5	0	2.86464e-5	1.03845e-7	0	0	6.88152e-7	0	5.86409e-5	1.64786e-5	0	8.10922e-5	0	2.21347e-6	0	0	0	2.58168e-6	1.51025e-5	9.11718e-6	0	0	0	2.10241e-5	5.57728e-5	5.58574e-6	9.88173e-6	0	2.00889e-5	0	3.87722e-5	6.46826e-6	1.86397e-5	5.24584e-6	0	1.30722e-6	0	0	0	1.40834e-5	2.07928e-5	6.96154e-6	2.42171e-5	0	1.2953e-6	8.79587e-5	0	2.29913e-5	0	0	1.00631e-6	5.12509e-6	2.16419e-5	3.00786e-7	0	0	1.31902e-5	0
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis|g__Bacteroides.s__Bacteroides_salyersiae	0	0	0	0	0	0	0	0	8.30054e-7	0	0	0	0	0	0	0	0	0	0	0	4.82627e-6	0	0	0	0	0	0	0	0	4.43429e-6	0	4.47044e-6	0	0	0	0	0	5.31448e-6	1.30733e-5	0	0	0	0	0	3.85981e-6	0	8.14307e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.46009e-6	0	0	3.0204e-6	3.61987e-6	0	0	0	0	0	0	0	6.46602e-6	0	0	0	0
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis|g__Bacteroides.s__Bacteroides_sp_1_1_6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.08505e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis|g__Bacteroides.s__Bacteroides_sp_2_1_22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.47476e-6	0	0	0	0	0	0	1.027e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	1.90253e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis|g__Bacteroides.s__Bacteroides_sp_3_2_5	0	0	0	0	0	0	0	0	0	0	0	0	0	3.34265e-5	0	0	0	0	0	0	0	0	0	0	2.89405e-5	0	0	0	0	0	0	0	0	0	5.38483e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.28206e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis|g__Bacteroides.s__Bacteroides_stercoris	0	0	1.60036e-4	0	0	0	0	0	5.2231e-6	0	5.48587e-5	0	0	0	1.06997e-5	0	0	0	0	0	0	2.26793e-6	2.71591e-4	0	0	0	0	3.79254e-7	0	4.10947e-5	8.5645e-7	0	3.27637e-5	0	0	0	0	1.40621e-5	4.73215e-5	3.66801e-5	2.9356e-6	0	0	2.85408e-4	0	3.84926e-6	1.59471e-5	0	1.48646e-4	0	2.46367e-5	7.7911e-6	0	1.38713e-5	0	0	0	0	0	1.43103e-5	2.58122e-6	0	4.44556e-7	0	3.39493e-7	0	2.91799e-5	5.25142e-5	0	0	0	4.36744e-6	3.35799e-6	5.44344e-5	0	2.82764e-5	0	0
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis|g__Bacteroides.s__Bacteroides_thetaiotaomicron	0	0	0	0	0	0	0	0	2.34216e-6	0	7.29118e-6	7.7868e-6	6.51988e-5	0	1.13337e-5	0	2.42176e-7	0	1.1363e-4	0	2.73552e-5	0	0	1.84983e-5	0	0	4.55525e-7	0	1.46059e-5	1.32844e-6	0	1.23936e-5	6.73341e-6	9.36441e-7	1.97451e-7	0	0	1.67383e-6	0	0	1.84902e-6	0	1.42501e-5	0	5.47857e-6	0	0	0	0	8.03046e-5	0	5.9868e-6	0	0	0	5.0322e-7	1.46514e-7	0	0	2.15417e-5	2.47823e-6	6.78009e-6	0	0	3.37277e-6	1.61407e-5	1.54687e-5	0	4.49208e-5	9.92125e-5	0	1.40449e-6	3.47205e-5	1.14044e-6	0	7.85663e-6	0	0
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	5.2463e-5	0	0	0	0	3.58356e-5	0	4.7756e-6	3.80022e-6	0	7.21804e-5	2.83863e-5	0	3.36424e-5	8.94482e-5	5.45869e-6	1.81603e-5	0	1.12996e-4	7.5265e-6	6.03759e-5	4.66454e-5	0	0	3.59828e-5	3.52942e-7	4.1425e-6	1.28838e-5	8.2617e-5	2.03066e-5	4.03234e-5	8.37759e-5	1.91505e-5	1.79204e-5	1.0647e-5	8.74413e-5	5.34362e-4	1.41565e-5	1.01992e-5	5.4704e-5	1.78341e-7	1.13112e-5	6.27977e-5	0	1.0203e-4	2.54919e-5	6.76767e-6	4.13138e-5	1.69657e-4	0	3.8602e-5	1.06635e-6	0	7.08547e-7	0	1.93644e-5	1.45709e-4	3.43457e-6	0	3.57677e-6	3.82545e-5	5.1426e-5	2.50315e-7	8.30559e-5	1.66624e-5	1.34768e-4	3.61282e-5	1.1598e-4	0	2.46007e-4	2.51737e-5	4.20391e-5	8.97507e-5	5.36897e-5	0	2.10408e-5	0	1.33718e-5
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis|g__Bacteroides.s__Bacteroides_xylanisolvens	3.67129e-7	0	5.3932e-6	2.46556e-5	4.91568e-5	0	0	0	0	0	0	1.24193e-6	4.58219e-5	0	0	1.54606e-5	1.13e-6	2.09627e-5	0	0	0	1.96718e-5	6.42621e-6	1.98792e-5	0	0	3.04737e-7	0	8.42379e-7	6.5586e-7	2.12161e-5	0	0	7.95898e-7	0	0	0	0	0	2.14502e-7	4.26286e-7	0	0	1.84605e-6	0	0	2.01648e-7	2.33996e-5	0	3.99787e-5	0	0	4.77378e-6	0	0	9.26126e-7	0	3.23611e-6	0	0	0	0	1.0867e-5	0	0	0	0	1.54935e-7	3.52463e-5	0	1.44748e-6	0	0	1.70254e-5	0	0	4.93408e-6	0
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis|unclassified	8.53691e-7	0	0	0	0	2.24892e-6	0	0	1.51246e-6	0	0	4.38368e-6	0	0	0	0	5.19478e-6	0	0	0	0	0	0	0	0	0	1.43284e-6	0	0	2.71247e-6	0	9.66152e-7	9.6475e-6	1.69936e-6	0	0	0	6.60152e-6	5.66064e-6	0	0	0	0	0	0	0	4.32983e-6	0	0	0	0	0	0	0	0	5.40176e-6	0	0	0	0	0	6.69181e-6	0	0	9.62393e-6	0	1.01758e-6	0	0	0	2.632e-6	0	0	0	0	0	0	8.31434e-6
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)	1.21483e-5	2.80754e-4	1.17477e-4	2.39815e-5	2.7349e-5	0	0	2.05092e-5	1.19454e-4	2.68126e-4	4.24436e-5	5.37791e-6	0	1.80059e-4	5.01771e-5	1.40222e-5	5.76273e-5	1.6105e-4	0	0	1.94035e-5	1.98355e-5	9.35341e-5	1.29821e-4	9.80025e-5	2.01164e-4	1.2115e-4	9.59831e-5	2.02076e-6	1.67652e-5	6.77242e-5	0	1.50093e-4	5.58219e-5	3.57798e-5	9.61918e-5	1.24468e-4	7.07557e-5	1.31002e-5	1.57056e-4	9.26596e-5	1.08409e-4	1.15665e-4	6.77077e-5	0	1.82713e-4	4.67013e-5	4.29385e-5	5.99517e-5	4.99255e-5	1.89132e-4	9.30216e-5	7.79392e-5	7.24602e-5	1.09202e-4	4.07508e-6	3.11947e-5	2.70621e-5	8.12073e-5	8.98111e-5	1.43018e-4	3.42187e-5	5.8011e-5	2.57925e-5	5.957e-5	1.08985e-6	1.34558e-4	9.0524e-5	4.82209e-5	4.66962e-5	6.14059e-5	1.65562e-4	1.26926e-5	3.01896e-5	7.97274e-5	1.49372e-4	1.19919e-4	7.19169e-5
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Bifidobacterium.s__Bifidobacterium_breve	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.77364e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.74044e-6	0	0	0	0	0	0	0	0	0	0	4.27186e-6	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Bifidobacterium.s__Bifidobacterium_longum	0	0	5.71149e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.78931e-6	0	0	0	1.30461e-6	0	0	0	0	0	0	0	0	3.13275e-7	0	0	0	1.03782e-6	0	0	0	1.4013e-6	0	0	0	0	4.14181e-7	0	2.76551e-6	0	0	0	0	0	2.83026e-6	0	0	2.11901e-6	1.37565e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Blautia.s__Ruminococcus_torques	0	0	0	0	0	0	0	0	4.07243e-7	0	0	0	0	2.85321e-7	3.098e-6	0	0	0	0	0	0	0	0	1.45361e-6	0	0	4.06908e-7	3.62419e-6	0	1.21692e-6	0	0	0	0	0	0	0	5.58096e-7	1.32759e-6	0	4.50604e-6	0	1.5214e-6	0	0	0	8.56721e-7	0	0	0	0	1.36666e-6	0	0	0	0	0	2.66239e-6	0	6.14737e-7	1.43527e-5	0	0	6.29089e-7	0	0	0	0	0	0	0	2.5808e-7	1.76836e-7	8.64844e-8	0	0	0	0
