pwy_species	G89286	G89287	G89288	G89290	G89292	G89293	G89294	G89295	G89296	G89297	G89299	G89300	G89301	G89302	G89303	G89304	G89305	G89307	G89308	G89309	G89311	G89312	G89313	G89314	G89315	G89316	G89317	G89320	G89321	G89322	G89323	G89324	G89325	G89328	G89329	G89330	G89331	G89332	G89333	G89334	G89335	G89336	G89338	G89339	G89340	G89341	G89343	G89344	G89345	G89347	G89348	G89349	G89350	G89351	G89352	G89353	G89354	G89355	G89356	G89358	G89360	G89361	G89362	G89363	G89364	G89365	G89366	G89368	G89369	G89370	G89372	G89373	G89374	G89375	G89378	G89379	G89380	G89381
PWY-6123: inosine-5'-phosphate biosynthesis I|unclassified	0.0468583	0.194252	0.00307538	1.8343	0.061243	0.615534	0.0916228	0.251503	0.171041	0.0397293	4.738	0.848384	3.12775	0.179415	0.0911581	0.0598922	0.897346	0.0163573	0.51008	0.0151271	0.0164417	0.443659	0.0343181	0.0519979	0.125942	0.0385445	2.34599	0.0869007	0.223989	0.028341	0.624881	0.0237363	0.0232564	0.0175986	63.7567	0.401389	0.189244	1.00939	0.76307	0.102032	0.0228649	1.05335	18.7699	9.30005	4.90606	0.0974342	0.728325	35.6006	3.5215	1180.44	3.37628	8.98459	3.29766	55.3042	2.21085	0.0291419	18.9998	37.0002	7.87233	4.76971	0.145249	46.0193	220.067	21.0251	0.120612	33.8408	0.130722	116.825	4.43208	267.695	3.85147	0.0786353	0.989344	0.0628683	6.0268	0.407736	3.10314	9.49975
PWY-6353: purine nucleotides degradation II (aerobic)	0.136791	0.574175	0.166843	0.639902	0.19685	1.00743	0.0916228	0.251503	0.751389	0.0739847	1.87169	0.848384	3.12775	0.516915	0.551116	2.08447	1.38907	0.336653	6.55828	0.0151271	1.83461	0.443659	3.1777	0.0991795	1.43468	0.109066	0.0487895	0.040941	14.0307	0.065269	0.624881	2.0735	0.223837	3.8584	0.207031	1.15563	0.0434935	1.45392	0.0246842	6.26221	1.66519	0.291491	0.013183	68.2401	7.57838	0.0196654	1.62326	0.424276	35.9623	0.70659400000000006	0.081119	1.06809	3.29766	0.0285221	54.0945	4.30291	0.592485	37.0002	0.0799859	0.783875	0.0900434	9.05155	6.89965	3.11201	17.4164	33.8507	0.0154595	21.0633	8.22027	10.0582	0.133037	1.27506	22.3415	0.19013	1.4876	0.0289975	31.494	1.85115
PWY-6353: purine nucleotides degradation II (aerobic)|g__Escherichia.s__Escherichia_coli	4.1642	0.292444	0.166843	0.639902	5.5309	1.00743	0.0916228	0.251503	0.751389	0.116367	1.73006	0.848384	3.12775	0.472542	0.312022	0.904065	1.38907	0.185274	6.55828	0.0151271	1.83461	0.443659	3.1777	0.10401	0.818507	0.387811	0.0831285	0.0206662	14.0307	2.33625	0.624881	2.0735	0.114169	3.8584	0.134662	10.2644	0.0220427	1.45392	1.66567	6.26221	1.66519	0.289912	0.0066189	0.543519	7.57838	0.00986398	223.401	0.424276	35.9623	0.359464	0.0411314	1.06809	3.29766	0.0143708	54.0945	4.30291	4.88524	37.0002	3.45771	0.397745	0.0455101	9.05155	0.0690384	1.92841	17.4164	33.8507	0.00828778	21.0633	6.61245	5.12538	0.0676873	0.661628	22.3415	7.64484	0.885824	0.0153964	31.494	0.999177
PWY-6353: purine nucleotides degradation II (aerobic)|unclassified	0.0695375	15.6743	0.166843	0.639902	0.100208	1.00743	0.0916228	0.251503	0.751389	0.0542325	4.738	0.848384	3.12775	7.25833	2.35796	3.26488	1.38907	1.84021	6.55828	0.0151271	1.83461	0.443659	3.1777	0.0947774	5.8039	0.0634559	0.034527	2.16169	14.0307	0.0330968	0.624881	2.0735	5.67789	3.8584	0.447545	0.612284	1.61959	1.45392	0.0124342	6.26221	1.66519	1.05335	1.59171	135.937	7.57838	3.09979	0.81459	0.424276	35.9623	20.594	2.91694	1.06809	3.29766	1.86767	54.0945	4.30291	0.315366	37.0002	0.0404609	26.8447	4.19518	9.05155	45.7345	8.05732	17.4164	33.8507	0.114804	21.0633	104.23	267.695	3.85147	17.5044	22.3415	0.0962621	4.63915	0.248679	31.494	12.5652
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III	0.657983	5.59979	0.166843	0.639902	5.5309	0.0446679	0.0916228	0.251503	0.00879752	0.507813	4.738	0.848384	3.12775	2.70328	2.35796	0.0598922	1.38907	1.84021	6.55828	0.0151271	0.146011	0.443659	3.1777	0.239975	5.8039	0.822064	4.02008	0.198382	14.0307	0.0682323	0.624881	0.0626585	0.0998743	0.0927766	0.447545	0.574303	1.61959	0.0493883	0.0552128	0.13427	0.354889	0.0963728	0.239938	0.543519	7.57838	0.119526	1.74722	0.424276	1.94371	20.594	1.04693	1.06809	3.29766	0.417209	0.725373	4.30291	0.389903	37.0002	3.45771	26.8447	0.832351	0.624027	8.17276	8.05732	0.203145	0.705045	0.284871	1.88201	13.846	267.695	3.85147	1.46974	22.3415	0.238444	0.244242	0.285474	31.494	12.5652
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III|g__Escherichia.s__Escherichia_coli	4.1642	2.45016	0.166843	0.639902	5.5309	1.00743	0.0916228	0.251503	0.751389	0.177973	4.738	0.848384	3.12775	7.25833	2.35796	0.0598922	1.38907	1.84021	6.55828	0.0151271	1.83461	0.443659	3.1777	0.502027	5.8039	7.7972	4.02008	2.16169	14.0307	2.33625	0.624881	2.0735	5.67789	3.8584	0.447545	10.2644	1.61959	1.45392	1.66567	6.26221	1.66519	0.0342109	0.088915	0.543519	7.57838	3.09979	223.401	0.424276	35.9623	20.594	2.91694	1.06809	3.29766	1.86767	54.0945	4.30291	4.88524	37.0002	3.45771	26.8447	0.319743	9.05155	0.0519527	8.05732	17.4164	33.8507	8.12572	21.0633	104.23	267.695	3.85147	17.5044	22.3415	7.64484	4.63915	12.5526	31.494	12.5652
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III|g__Haemophilus.s__Haemophilus_parainfluenzae	4.1642	15.6743	0.166843	0.639902	5.5309	1.00743	0.0916228	0.251503	0.0440681	6.92402	4.738	0.848384	3.12775	1.19873	2.35796	0.0598922	1.38907	1.84021	6.55828	0.0151271	1.83461	0.443659	3.1777	5.13677	5.8039	7.7972	4.02008	2.16169	14.0307	0.348633	0.624881	2.0735	5.67789	3.8584	0.447545	10.2644	1.61959	1.45392	0.234488	6.26221	0.137888	1.05335	1.59171	0.543519	7.57838	3.09979	223.401	0.424276	35.9623	20.594	0.458743	1.06809	3.29766	0.163404	0.243972	4.30291	4.88524	37.0002	3.45771	26.8447	4.19518	9.05155	0.392512	8.05732	17.4164	33.8507	8.12572	21.0633	104.23	267.695	3.85147	17.5044	22.3415	7.64484	4.63915	12.5526	31.494	12.5652
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III|unclassified	0.245152	15.6743	0.166843	0.639902	5.5309	0.0153428	0.0916228	0.251503	0.00315475	6.92402	4.738	0.848384	3.12775	7.25833	2.35796	0.0598922	1.38907	1.84021	6.55828	0.0151271	0.0513974	0.443659	3.1777	0.0969492	5.8039	0.294738	4.02008	0.0704366	14.0307	0.0245875	0.624881	0.0213156	0.0336865	0.0314294	0.447545	0.198852	1.61959	0.0168442	0.0202142	0.0454057	1.66519	1.05335	1.59171	0.543519	7.57838	0.0408932	0.585459	0.424276	0.672123	20.594	2.91694	1.06809	3.29766	1.86767	54.0945	4.30291	0.137271	37.0002	3.45771	26.8447	4.19518	0.21803	77.3071	8.05732	0.0682456	0.238324	0.0972296	0.667073	5.0638	267.695	3.85147	0.518961	22.3415	0.0811691	0.0843753	0.0966229	31.494	12.5652
GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass	4.1642	0.975221	0.166843	0.639902	5.5309	1.00743	0.0916228	0.251503	0.751389	0.207581	0.73479	0.848384	3.12775	0.145031	0.462242	0.0598922	1.38907	0.2022	6.55828	0.0151271	1.83461	0.443659	3.1777	0.403589	1.50928	1.14164	0.234515	0.055359	14.0307	2.33625	0.624881	2.0735	0.316127	3.8584	0.447545	10.2644	0.0424142	1.45392	1.66567	6.26221	1.66519	0.0421606	0.01878	0.543519	7.57838	0.0252684	223.401	0.424276	35.9623	1.15197	0.095425	1.06809	3.29766	0.0434533	54.0945	4.30291	4.88524	37.0002	3.45771	1.32351	0.108221	9.05155	0.0949137	8.05732	17.4164	33.8507	0.0277256	21.0633	7.07951	50.3116	0.268332	1.82589	22.3415	7.64484	4.63915	0.0503856	31.494	1.92875
GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass|g__Citrobacter.s__Citrobacter_freundii	4.1642	15.6743	0.166843	0.639902	5.5309	1.00743	0.0916228	0.251503	0.751389	0.571778	4.738	0.848384	3.12775	7.25833	2.35796	0.0598922	1.38907	1.84021	6.55828	0.0151271	1.83461	0.443659	3.1777	5.13677	5.8039	7.7972	4.02008	2.16169	14.0307	2.33625	0.624881	2.0735	5.67789	3.8584	0.447545	10.2644	0.142089	1.45392	1.66567	6.26221	1.66519	1.05335	1.59171	0.543519	7.57838	3.09979	223.401	0.424276	35.9623	20.594	2.91694	1.06809	3.29766	1.86767	54.0945	4.30291	4.88524	37.0002	3.45771	26.8447	4.19518	9.05155	0.392512	8.05732	17.4164	33.8507	8.12572	21.0633	104.23	267.695	3.85147	17.5044	22.3415	7.64484	4.63915	12.5526	31.494	12.5652
GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass|g__Escherichia.s__Escherichia_coli	4.1642	0.503267	0.166843	0.639902	5.5309	1.00743	0.0916228	0.251503	0.751389	0.126809	0.398278	0.848384	3.12775	0.0732473	0.256237	0.0598922	1.38907	0.106978	6.55828	0.0151271	1.83461	0.443659	3.1777	0.210046	0.867428	0.61591	0.120781	0.0280385	14.0307	2.33625	0.624881	2.0735	0.16259	3.8584	0.447545	10.2644	0.0249276	1.45392	1.66567	6.26221	1.66519	0.039157	0.00944573	0.543519	7.57838	0.0126859	223.401	0.424276	35.9623	0.592555	0.0485059	1.06809	3.29766	0.0219824	54.0945	4.30291	4.88524	37.0002	3.45771	0.678483	0.0548174	9.05155	0.0539838	8.05732	17.4164	33.8507	0.0138865	21.0633	3.6642	27.7649	0.139008	0.96318	22.3415	7.64484	4.63915	0.0252434	31.494	1.04454
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	0.194616	1.31674	0.0952436	0.174563	0.0732821	0.310147	0.0859329	0.39655	0.224152	0.327688	0.801508	0.115775	0.129286	0.308612	0.193841	0.24173	0.730894	0.0710739	2.08999	0.0149869	0.0623812	0.0930644	0.689742	0.170749	0.805175	0.0781688	1.13872	0.748684	0.115906	0.363941	0.0541426	0.0378253	0.234821	0.338961	0.579619	0.141756	0.360972	0.119164	0.596819	0.203686	0.10397	0.336036	0.185688	1.70977	0.196954	0.129451	2.10256	0.138687	1.84042	0.450699	0.320241	0.681926	0.244127	0.465867	2.82483	0.115407	0.457499	7.66793	0.182802	1.9734	0.108503	1.36727	0.072863	0.177164	0.494147	0.316248	0.210304	0.508967	1.27058	6.70803	0.269442	1.13022	1.6796	0.160847	0.320832	0.417117	2.75623	0.294004
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_cellulosilyticus	0.423832	15.6743	0.145451	0.639902	5.5309	0.0707856	0.0916228	0.251503	20.7311	6.92402	4.738	0.12482	3.12775	7.25833	2.35796	0.0598922	1.38907	1.84021	6.55828	0.0151271	1.83461	0.443659	0.00704443	0.0141147	5.8039	7.7972	4.02008	2.16169	14.0307	0.200065	0.624881	2.0735	0.422677	3.8584	0.447545	10.2644	1.61959	0.883078	1.66567	0.82836	0.349041	1.05335	1.59171	0.00858674	7.57838	3.09979	20.2589	0.424276	0.327923	20.594	2.91694	1.06809	3.29766	1.86767	54.0945	4.30291	4.88524	37.0002	3.45771	26.8447	4.19518	0.06017	0.392512	8.05732	2.13769	33.8507	8.12572	21.0633	104.23	267.695	3.85147	17.5044	22.3415	0.117154	4.63915	12.5526	31.494	12.5652
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_dorei	0.041268	15.6743	0.166843	0.639902	5.5309	0.125643	0.0916228	0.251503	14.6239	6.92402	0.54561	0.138953	1.05794	1.88217	2.35796	0.0598922	1.38907	1.84021	6.55828	0.0151271	0.00805381	0.443659	3.1777	0.659279	5.8039	0.083757	4.02008	1.74818	0.0321331	0.712173	5.80915	0.00140399	5.67789	3.18534	0.447545	0.0127516	1.61959	0.229922	8.23827	0.442829	0.0357837	0.19083	0.032323	0.543519	0.00739486	1.18538	8.47009	0.424276	3.18809	20.594	0.00453082	4.34319	3.29766	1.86767	54.0945	0.637532	0.00628648	37.0002	0.0147747	4.66364	0.0174666	0.453852	0.392512	8.05732	3.49283	0.0107776	8.12572	1.38619	104.23	267.695	3.87342	0.944941	30.3483	7.64484	4.63915	12.5526	31.494	1.9079
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_sp_4_3_47FAA	4.1642	15.6743	0.166843	0.639902	5.5309	1.00743	0.0916228	0.251503	0.158819	6.92402	4.738	0.848384	3.12775	7.25833	2.35796	0.0598922	1.38907	1.84021	6.55828	0.0151271	1.83461	0.443659	3.1777	5.13677	5.8039	7.7972	4.02008	2.16169	14.0307	0.219003	0.624881	2.0735	5.67789	3.8584	0.447545	10.2644	1.61959	0.0338626	1.66567	6.26221	1.66519	1.05335	1.59171	0.543519	7.57838	3.09979	223.401	0.424276	35.9623	20.594	2.91694	1.06809	3.29766	1.86767	54.0945	4.30291	4.88524	37.0002	3.45771	26.8447	4.19518	0.0242522	0.392512	8.05732	0.0463171	33.8507	8.12572	0.0358589	104.23	267.695	3.85147	17.5044	22.3415	7.64484	4.63915	12.5526	31.494	12.5652
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_sp_9_1_42FAA	4.1642	15.6743	0.166843	0.639902	5.5309	1.00743	0.0916228	0.251503	0.751389	6.92402	4.738	0.848384	3.12775	7.25833	2.35796	0.0598922	1.38907	1.84021	6.55828	0.0151271	1.83461	0.443659	3.1777	5.13677	5.8039	7.7972	4.02008	2.16169	14.0307	2.33625	0.624881	2.0735	5.67789	3.8584	0.447545	10.2644	1.61959	1.45392	1.66567	6.26221	1.66519	1.05335	1.59171	0.543519	7.57838	3.09979	223.401	0.424276	35.9623	20.594	2.91694	1.06809	3.29766	1.86767	54.0945	4.30291	4.88524	37.0002	3.45771	26.8447	4.19518	9.05155	0.392512	8.05732	17.4164	33.8507	8.12572	21.0633	104.23	267.695	3.85147	17.5044	22.3415	7.64484	4.63915	0.00976311	31.494	12.5652
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_vulgatus	0.0383648	15.6743	0.0179962	0.0311976	0.0211299	0.0411764	0.0576373	0.0110082	0.156231	6.92402	0.068768	0.00205144	0.0361838	0.0450172	0.00668299	0.312789	1.2927	0.0398217	1.77559	0.00119406	0.0138798	0.0348201	3.1777	0.0332558	0.261169	0.00246446	0.270806	0.168492	0.00435748	0.12338	0.0203589	2.0735	5.67789	0.572104	0.142697	0.00752345	1.61959	0.0273606	0.416715	0.012587	0.0239811	0.811456	0.204404	0.543519	7.57838	0.00375487	0.0872709	0.118357	0.0575986	0.140901	2.91694	0.130217	0.0083871	0.601704	54.0945	0.0478296	0.00850491	0.344801	3.85005	0.193995	0.00510464	0.029877	0.00510818	0.00433032	0.0549284	33.8507	0.10226	0.0457612	0.150063	0.221358	0.425387	0.0242515	0.376139	0.0441803	4.63915	0.724328	0.0966523	0.0103676
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Burkholderiales_noname.s__Burkholderiales_bacterium_1_1_47	4.1642	15.6743	0.166843	0.639902	0.644045	1.00743	0.0916228	17.0179	0.524607	6.92402	4.738	0.848384	3.12775	1.92476	2.35796	0.0598922	1.38907	1.84021	6.55828	0.185518	0.307178	0.443659	3.1777	5.13677	7.51687	7.7972	4.02008	3.6164	14.0307	2.33625	0.624881	2.0735	0.656149	3.8584	9.66454	10.2644	1.61959	1.47768	1.66567	0.251502	1.66519	1.05335	1.59171	0.543519	7.57838	0.135713	223.401	0.424276	8.53524	20.594	0.809193	0.0985911	3.29766	1.86767	54.0945	4.30291	4.88524	37.0002	4.21263	6.94508	0.150018	21.2425	0.392512	9.30438	0.300674	33.8507	0.290464	0.291814	104.23	267.695	3.85147	3.28091	0.519531	7.64484	4.63915	3.76687	4.84355	0.215317
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Citrobacter.s__Citrobacter_freundii	4.1642	15.6743	0.166843	0.639902	5.5309	1.00743	0.0916228	0.251503	0.751389	6.92402	4.738	0.848384	3.12775	7.25833	2.35796	0.0598922	1.38907	1.84021	6.55828	0.0151271	1.83461	0.443659	3.1777	5.13677	5.8039	7.7972	4.02008	2.16169	14.0307	2.33625	0.624881	2.0735	5.67789	3.8584	0.447545	10.2644	1.61959	1.45392	1.66567	6.26221	1.66519	1.05335	1.59171	0.543519	7.57838	3.09979	223.401	0.424276	35.9623	20.594	2.91694	1.06809	3.29766	1.86767	54.0945	4.30291	4.88524	37.0002	3.45771	26.8447	4.19518	9.05155	0.392512	8.05732	17.4164	33.8507	8.12572	21.0633	104.23	267.695	3.85147	17.5044	22.3415	7.64484	0.844531	12.5526	31.494	12.5652
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Clostridiales_noname.s__Clostridiales_bacterium_1_7_47FAA	1.15747	0.52013	0.166843	0.639902	5.5309	1.00743	0.0916228	0.251503	0.751389	0.609294	4.738	0.848384	0.825705	0.842669	2.35796	0.0598922	1.38907	1.84021	6.55828	0.0151271	1.83461	0.443659	3.1777	1.96973	5.8039	0.735982	4.02008	2.16169	7.01535	2.33625	0.624881	0.381269	1.60071	3.8584	0.447545	10.2644	1.61959	1.45392	1.66567	0.690279	0.383708	1.05335	0.328866	0.543519	7.57838	1.0494	223.401	0.424276	7.43527	20.594	2.91694	1.06809	3.29766	1.86767	54.0945	4.30291	4.88524	37.0002	3.45771	3.99276	4.19518	9.05155	0.392512	8.05732	17.4164	11.7651	8.12572	4.21621	29.3078	86.9459	3.85147	17.5044	22.3415	7.64484	1.04516	6.27631	31.494	12.5652
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Clostridium.s__Clostridium_asparagiforme	1.10143	0.427751	0.166843	0.639902	5.5309	1.00743	0.0916228	0.251503	0.751389	0.361652	4.738	0.848384	0.339198	1.18153	2.35796	0.0598922	1.38907	1.84021	6.55828	0.0151271	1.83461	0.443659	3.1777	5.13677	0.997354	0.841003	4.02008	2.16169	0.934167	2.33625	0.624881	1.03675	0.701354	3.8584	0.447545	2.50118	1.61959	1.45392	1.66567	0.432397	1.66519	1.05335	1.59171	0.543519	3.7403	3.09979	67.67	0.424276	6.72938	2.71664	2.91694	1.06809	3.29766	1.86767	54.0945	4.30291	0.851439	37.0002	3.45771	11.3062	4.19518	9.05155	0.392512	0.74756	17.4164	33.8507	1.46977	21.0633	10.1756	40.3152	3.85147	17.5044	22.3415	7.64484	4.63915	0.644365	31.494	12.5652
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Clostridium.s__Clostridium_perfringens	4.1642	15.6743	0.166843	0.639902	5.5309	1.00743	0.0916228	0.251503	0.751389	6.92402	4.738	0.848384	3.12775	7.25833	2.35796	0.0598922	1.38907	1.84021	6.55828	0.0151271	1.83461	0.443659	3.1777	5.13677	5.8039	7.7972	4.02008	2.16169	14.0307	2.33625	0.624881	2.0735	5.67789	3.8584	0.447545	10.2644	1.61959	1.45392	1.66567	6.26221	1.66519	1.05335	1.59171	0.543519	7.57838	3.09979	223.401	0.424276	35.9623	20.594	2.91694	1.06809	3.29766	1.86767	4.65053	4.30291	4.88524	37.0002	3.45771	26.8447	4.19518	9.05155	0.392512	8.05732	17.4164	33.8507	8.12572	21.0633	104.23	267.695	3.85147	17.5044	22.3415	7.64484	4.63915	12.5526	31.494	12.5652
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Collinsella.s__Collinsella_intestinalis	4.1642	15.6743	0.166843	0.639902	5.5309	1.00743	0.0916228	0.251503	0.751389	6.92402	4.738	0.848384	3.12775	7.25833	2.35796	0.0598922	1.38907	1.84021	6.55828	0.0151271	1.83461	0.443659	3.1777	5.13677	5.8039	7.7972	4.02008	2.16169	14.0307	2.33625	0.624881	2.0735	5.67789	3.8584	0.447545	10.2644	1.61959	1.45392	1.66567	6.26221	1.66519	1.05335	1.59171	0.543519	7.57838	3.09979	223.401	0.424276	35.9623	20.594	2.91694	1.06809	3.29766	1.86767	54.0945	4.30291	4.88524	2.16358	3.45771	26.8447	4.19518	9.05155	0.392512	8.05732	17.4164	33.8507	8.12572	21.0633	104.23	267.695	3.85147	17.5044	22.3415	7.64484	4.63915	12.5526	31.494	12.5652
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Collinsella.s__Collinsella_tanakaei	4.1642	15.6743	0.166843	0.639902	5.5309	1.00743	0.0916228	0.251503	0.751389	6.92402	4.738	0.848384	3.12775	7.25833	2.35796	0.0598922	1.38907	1.84021	6.55828	0.0151271	1.83461	0.443659	3.1777	5.13677	5.8039	7.7972	4.02008	2.16169	14.0307	2.33625	0.624881	0.240247	5.67789	3.8584	0.447545	10.2644	1.61959	1.45392	1.66567	6.26221	1.66519	1.05335	1.59171	0.543519	1.31138	3.09979	223.401	0.424276	35.9623	20.594	2.91694	1.06809	3.29766	1.86767	54.0945	4.30291	4.88524	37.0002	3.45771	26.8447	4.19518	9.05155	0.392512	8.05732	17.4164	33.8507	8.12572	21.0633	104.23	267.695	3.85147	17.5044	22.3415	7.64484	4.63915	12.5526	31.494	12.5652
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Eikenella.s__Eikenella_corrodens	4.1642	15.6743	0.166843	0.639902	5.5309	1.00743	0.0916228	0.251503	0.751389	6.92402	0.472423	0.848384	3.12775	7.25833	2.35796	0.0598922	1.38907	1.84021	6.55828	0.0151271	1.83461	0.443659	3.1777	5.13677	5.8039	7.7972	4.02008	2.16169	14.0307	2.33625	0.624881	2.0735	5.67789	3.8584	0.447545	10.2644	1.61959	1.45392	1.66567	6.26221	1.66519	1.05335	1.59171	0.543519	7.57838	3.09979	223.401	0.424276	35.9623	20.594	2.91694	1.06809	3.29766	1.86767	54.0945	4.30291	4.88524	37.0002	3.45771	26.8447	4.19518	9.05155	0.392512	8.05732	17.4164	33.8507	8.12572	21.0633	104.23	267.695	3.85147	17.5044	22.3415	7.64484	4.63915	12.5526	31.494	12.5652
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Enterobacter.s__Enterobacter_aerogenes	4.1642	15.6743	0.166843	0.639902	5.5309	1.00743	0.0916228	0.251503	0.751389	6.92402	4.738	0.848384	3.12775	7.25833	2.35796	0.0598922	1.38907	1.84021	6.55828	0.0151271	1.83461	0.443659	3.1777	5.13677	5.8039	7.7972	0.149964	2.16169	14.0307	2.33625	0.624881	2.0735	5.67789	3.8584	0.447545	10.2644	1.61959	1.45392	1.66567	6.26221	1.66519	1.05335	1.59171	0.543519	7.57838	3.09979	223.401	0.424276	35.9623	20.594	2.91694	1.06809	3.29766	1.86767	54.0945	4.30291	4.88524	37.0002	3.45771	26.8447	4.19518	9.05155	0.392512	8.05732	17.4164	33.8507	8.12572	21.0633	104.23	267.695	3.85147	17.5044	22.3415	7.64484	4.63915	12.5526	31.494	12.5652
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Enterobacter.s__Enterobacter_cloacae	4.1642	15.6743	0.166843	0.639902	5.5309	1.00743	0.0916228	0.251503	0.751389	0.978121	4.738	0.848384	3.12775	7.25833	2.35796	0.0598922	1.38907	1.84021	6.55828	0.0151271	1.83461	0.443659	3.1777	5.13677	5.8039	7.7972	4.02008	2.16169	14.0307	2.33625	0.624881	2.0735	5.67789	3.8584	0.447545	10.2644	1.61959	1.45392	1.66567	6.26221	1.66519	1.05335	1.59171	0.543519	7.57838	3.09979	25.2533	0.424276	35.9623	20.594	2.91694	1.06809	3.29766	1.86767	54.0945	4.30291	4.88524	37.0002	3.45771	26.8447	4.19518	9.05155	0.392512	8.05732	17.4164	33.8507	8.12572	21.0633	104.23	267.695	3.85147	5.18125	22.3415	7.64484	4.63915	3.92755	31.494	12.5652
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Escherichia.s__Escherichia_coli	4.1642	2.24825	0.166843	0.639902	5.5309	1.00743	0.0916228	0.251503	0.751389	0.112019	4.738	0.848384	3.12775	7.25833	2.35796	0.0598922	1.38907	4.11026	6.55828	0.0151271	1.83461	0.443659	3.1777	0.114628	5.8039	0.356112	4.02008	2.16169	14.0307	2.33625	0.624881	2.0735	5.67789	3.8584	0.447545	10.2644	0.0432541	1.45392	1.66567	6.26221	1.66519	0.613488	0.0187516	0.543519	7.57838	0.0146808	223.401	0.424276	35.9623	1.5753	2.91694	1.06809	3.29766	1.86767	54.0945	4.30291	4.88524	37.0002	3.45771	26.8447	0.0527074	9.05155	0.0504327	8.05732	17.4164	33.8507	8.12572	21.0633	104.23	8.93336	3.85147	1.38524	22.3415	7.64484	0.733749	1.85312	31.494	12.5652
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	4.1642	15.6743	0.834508	0.639902	2.76545	1.00743	0.0916228	0.251503	0.751389	6.92402	4.738	0.848384	3.12775	7.25833	2.35796	0.0598922	1.38907	1.84021	2.8001	0.0151271	1.83461	0.443659	3.1777	0.770287	5.8039	7.7972	4.02008	2.16169	14.0307	2.33625	1.24976	0.809648	5.67789	3.8584	0.447545	10.2644	1.61959	0.726962	1.66567	2.86707	0.0039171	1.05335	1.59171	0.543519	7.57838	1.5499	223.401	0.424276	35.9623	20.594	2.91694	1.06809	3.29766	1.86767	54.0945	4.30291	4.88524	37.0002	3.45771	26.8447	4.19518	9.05155	0.392512	8.05732	17.4164	33.8507	8.12572	21.0633	104.23	267.695	3.85147	17.5044	22.3415	7.64484	4.63915	12.5526	31.494	12.5652
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Haemophilus.s__Haemophilus_parainfluenzae	4.1642	2.80751	0.166843	4.43281	0.130354	1.00743	0.0916228	0.251503	0.033497	0.315931	4.738	0.848384	3.12775	0.213025	2.35796	0.0160197	1.38907	0.167018	6.55828	0.0151271	0.623228	0.206416	3.1777	1.37087	1.13437	0.476311	0.219801	2.16169	14.0307	0.331374	0.178646	2.0735	5.67789	3.59997	0.0401729	0.390408	1.61959	0.524811	0.10118	6.26221	0.0951807	1.05335	1.59171	0.543519	7.57838	1.16373	223.401	0.0871392	35.9623	20.594	0.401372	1.06809	1.45765	0.0885311	0.227713	0.623155	0.679007	37.0002	3.45771	26.8447	0.492773	9.05155	0.105837	8.05732	17.4164	33.8507	8.12572	21.0633	104.23	267.695	1.92574	0.39317	22.3415	7.64484	0.91842	12.5526	7.32934	12.5652
